Regione;Anno;Media;Minimo;Massimo;DeviazioneStandard;Conteggio
Molise;2006;0.0;0;0;0.0;4
Molise;2007;0.0;0;0;0.0;7
Molise;2008;0.0;0;0;0.0;6
Molise;2009;0.0;0;0;0.0;6
Molise;2010;0.0;0;0;0.0;7
Molise;2011;0.0;0;0;0.0;6
Molise;2012;0.0;0;0;0.0;6
Molise;2013;0.0;0;0;0.0;6
Molise;2014;0.0;0;0;0.0;7
Molise;2015;0.0;0;0;0.0;7
Molise;2016;0.0;0;0;0.0;7
Molise;2017;0.0;0;0;0.0;7
Molise;2018;0.0;0;0;0.0;6
Molise;2019;0.0;0;0;0.0;6
Molise;2020;0.0;0;0;0.0;6
Molise;2021;0.0;0;0;0.0;6
Molise;2022;0.0;0;0;0.0;6
Piemonte;2002;0.4;0;1;0.5477225575051661;5
Piemonte;2003;2.625;0;7;2.615202805574687;8
Piemonte;2004;0.5;0;4;1.1602387022306428;14
Piemonte;2005;0.42857142857142855;0;5;1.3424596091494905;14
Piemonte;2006;0.38095238095238093;0;5;1.1169686869465265;21
Piemonte;2007;0.3333333333333333;0;3;0.7302967433402214;21
Piemonte;2008;0.05;0;1;0.22360679774997894;20
Piemonte;2009;0.15;0;3;0.6708203932499369;20
Piemonte;2010;0.0;0;0;0.0;21
Piemonte;2011;0.0;0;0;0.0;21
Piemonte;2012;0.047619047619047616;0;1;0.21821789023599236;21
Piemonte;2013;0.0;0;0;0.0;28
Piemonte;2014;0.03571428571428571;0;1;0.1889822365046136;28
Piemonte;2015;0.03571428571428571;0;1;0.1889822365046136;28
Piemonte;2016;0.03571428571428571;0;1;0.1889822365046136;28
Piemonte;2017;0.0;0;0;0.0;26
Piemonte;2018;0.0;0;0;0.0;28
Piemonte;2019;0.15789473684210525;0;1;0.3746343246326776;19
Piemonte;2020;0.0;0;0;0.0;28
Piemonte;2021;0.0;0;0;0.0;28
Piemonte;2022;0.0;0;0;0.0;28
Puglia;2004;0.0;0;0;0.0;3
Puglia;2005;0.2222222222222222;0;2;0.6666666666666667;9
Puglia;2006;0.0;0;0;0.0;8
Puglia;2007;0.2222222222222222;0;1;0.4409585518440985;9
Puglia;2008;0.0;0;0;0.0;11
Puglia;2009;0.0;0;0;0.0;23
Puglia;2010;0.0;0;0;0.0;29
Puglia;2011;0.0;0;0;0.0;27
Puglia;2012;0.0;0;0;0.0;26
Puglia;2013;0.0;0;0;0.0;13
Puglia;2014;0.0;0;0;0.0;15
Puglia;2015;0.0;0;0;0.0;15
Puglia;2016;0.0;0;0;0.0;15
Puglia;2017;0.05555555555555555;0;1;0.2357022603955158;18
Puglia;2018;0.058823529411764705;0;1;0.24253562503633297;17
Puglia;2019;0.0;0;0;0.0;17
Puglia;2020;0.0;0;0;0.0;18
Puglia;2021;0.0;0;0;0.0;18
Puglia;2022;0.0;0;0;0.0;18
Sardegna;2002;0.0;0;0;0.0;7
Sardegna;2003;0.0;0;0;0.0;13
Sardegna;2004;0.0;0;0;0.0;13
Sardegna;2005;0.0;0;0;0.0;21
Sardegna;2006;0.0;0;0;0.0;26
Sardegna;2007;0.04;0;1;0.2;25
Sardegna;2008;0.0;0;0;0.0;25
Sardegna;2009;0.0;0;0;0.0;25
Sardegna;2010;0.0;0;0;0.0;29
Sardegna;2011;0.0;0;0;0.0;30
Sardegna;2012;0.0;0;0;0.0;33
Sardegna;2013;0.0;0;0;0.0;25
Sardegna;2014;0.0;0;0;0.0;26
Sardegna;2015;0.0;0;0;0.0;26
Sardegna;2016;0.0;0;0;0.0;25
Sardegna;2017;0.0;0;0;0.0;25
Sardegna;2018;0.0;0;0;0.0;25
Sardegna;2019;0.0;0;0;0.0;23
Sardegna;2020;0.0;0;0;0.0;23
Sardegna;2021;0.0;0;0;0.0;23
Sardegna;2022;0.4782608695652174;0;2;0.6653478391304605;23
Sicilia;2002;1.0;0;2;1.4142135623730951;2
Sicilia;2003;1.0;0;2;1.4142135623730951;2
Sicilia;2004;0.0;0;0;0.0;2
Sicilia;2005;0.2;0;1;0.4216370213557839;10
Sicilia;2006;0.6666666666666666;0;7;1.970368732287556;18
Sicilia;2007;0.47058823529411764;0;6;1.4627733530362592;17
Sicilia;2008;0.21428571428571427;0;2;0.5789342235218394;14
Sicilia;2009;0.2222222222222222;0;2;0.5483188805533162;18
Sicilia;2010;0.047619047619047616;0;1;0.21821789023599236;21
Sicilia;2011;0.041666666666666664;0;1;0.2041241452319315;24
Sicilia;2012;0.043478260869565216;0;1;0.20851441405707477;23
Sicilia;2013;0.04;0;1;0.2;25
Sicilia;2014;0.0;0;0;0.0;21
Sicilia;2015;0.15384615384615385;0;1;0.37553380809940534;13
Sicilia;2016;0.0;0;0;0.0;13
Sicilia;2017;0.06666666666666667;0;1;0.2581988897471611;15
Sicilia;2018;0.0;0;0;0.0;18
Sicilia;2019;0.0;0;0;0.0;18
Sicilia;2020;0.0;0;0;0.0;18
Sicilia;2021;0.07407407407407407;0;2;0.3849001794597505;27
Sicilia;2022;0.07407407407407407;0;2;0.3849001794597505;27
Toscana;2002;0.0;0;0;0.0;5
Toscana;2003;0.0;0;0;0.0;8
Toscana;2004;0.0;0;0;0.0;6
Toscana;2005;0.16666666666666666;0;1;0.408248290463863;6
Toscana;2006;0.0;0;0;0.0;11
Toscana;2007;0.0;0;0;0.0;26
Toscana;2008;0.0;0;0;0.0;26
Toscana;2009;0.0;0;0;0.0;26
Toscana;2010;0.0;0;0;0.0;24
Toscana;2011;0.0;0;0;0.0;23
Toscana;2012;0.0;0;0;0.0;19
Toscana;2013;0.0;0;0;0.0;9
Toscana;2014;0.0;0;0;0.0;10
Toscana;2015;0.0;0;0;0.0;10
Toscana;2016;0.0;0;0;0.0;10
Toscana;2017;0.0;0;0;0.0;10
Toscana;2018;0.0;0;0;0.0;10
Toscana;2019;0.0;0;0;0.0;10
Toscana;2020;0.0;0;0;0.0;10
Toscana;2021;0.0;0;0;0.0;10
Toscana;2022;0.0;0;0;0.0;10
Trentino-Alto Adige;2002;0.1111111111111111;0;1;0.33333333333333337;9
Trentino-Alto Adige;2003;0.26666666666666666;0;2;0.5936168397046637;15
Trentino-Alto Adige;2004;0.0;0;0;0.0;14
Trentino-Alto Adige;2005;0.2631578947368421;0;2;0.5619514869490163;19
Trentino-Alto Adige;2006;0.05263157894736842;0;1;0.22941573387056177;19
